seller_id,eligible_orders,late_orders,late_delivery_rate,dispatch_sla_breach_rate,median_processing_days,at_risk_order_value,platform_late_delivery_rate,priority_group
17f51e7198701186712e53a39c564617,56,5,8.9285714285714286,14.2857142857142857,11.617962962962963,4476.91,6.7730900798175599,Investigate Now
391fc6631aebcf3004804e51b40bcf1e,521,45,8.6372360844529750,6.1420345489443378,2.4714930555555554,4476.80,6.7730900798175599,Investigate Now
900ba814c251a692506d7834c1218441,86,12,13.9534883720930233,17.4418604651162791,3.252002314814815,4426.03,6.7730900798175599,Investigate Now
edb1ef5e36e0c8cd84eb3c9b003e486d,165,12,7.2727272727272727,0.60606060606060606061,1.0878472222222222,4413.35,6.7730900798175599,Investigate Now
cd68562d3f44870c08922d380acae552,122,19,15.5737704918032787,14.7540983606557377,2.543784722222222,4364.84,6.7730900798175599,Investigate Now
f5a590cf36251cf1162ea35bef76fe84,113,8,7.0796460176991150,11.5044247787610619,1.3031944444444445,4273.99,6.7730900798175599,Investigate Now
c3867b4666c7d76867627c2f7fb22e21,228,25,10.9649122807017544,4.3859649122807018,1.6100694444444446,4254.84,6.7730900798175599,Investigate Now
70a12e78e608ac31179aea7f8422044b,312,29,9.2948717948717949,17.3076923076923077,2.6008449074074074,4246.57,6.7730900798175599,Investigate Now
7ad32824caee82087b3e2e5f33b1bf32,147,19,12.9251700680272109,3.4013605442176871,1.043564814814815,4133.31,6.7730900798175599,Investigate Now
54965bbe3e4f07ae045b90b0b8541f52,73,22,30.1369863013698630,53.4246575342465753,6.617685185185185,4009.33,6.7730900798175599,Investigate Now
6039e27294dc75811c0d8a39069f52c0,63,11,17.4603174603174603,34.9206349206349206,6.040416666666666,3982.05,6.7730900798175599,Investigate Now
e59aa562b9f8076dd550fcddf0e73491,69,6,8.6956521739130435,5.7971014492753623,1.2105381944444444,3892.26,6.7730900798175599,Investigate Now
c826c40d7b19f62a09e2d7c5e7295ee2,346,26,7.5144508670520231,6.6473988439306358,1.7484722222222222,3856.32,6.7730900798175599,Investigate Now
76d5af76d0271110f9af36c92573f765,128,12,9.3750000000000000,13.2812500000000000,1.685,3707.06,6.7730900798175599,Investigate Now
7e1fb0a3ebfb01ffb3a7dae98bf3238d,155,18,11.6129032258064516,1.2903225806451613,0.9417708333333333,3608.64,6.7730900798175599,Investigate Now
1835b56ce799e6a4dc4eddc053f04066,417,43,10.3117505995203837,2.3980815347721823,1.2614409722222222,3491.57,6.7730900798175599,Investigate Now
a416b6a846a11724393025641d4edd5e,157,17,10.8280254777070064,12.1019108280254777,2.4041319444444444,3357.68,6.7730900798175599,Investigate Now
8f2ce03f928b567e3d56181ae20ae952,151,19,12.5827814569536424,5.2980132450331126,2.720480324074074,3348.66,6.7730900798175599,Investigate Now
7b0df942f46435babab05d49b744b2c4,32,3,9.3750000000000000,3.1250000000000000,1.0786342592592593,3192.88,6.7730900798175599,Investigate Now
e9bc59e7b60fc3063eb2290deda4cced,209,16,7.6555023923444976,26.3157894736842105,4.066805555555556,3181.29,6.7730900798175599,Investigate Now
0b35c634521043bf4b47e21547b99ab5,50,8,16.0000000000000000,8.0000000000000000,1.5986747685185185,3011.81,6.7730900798175599,Investigate Now
9c0e69c7bf2619675bbadf47b43f655a,151,13,8.6092715231788079,23.1788079470198675,3.352951388888889,2897.71,6.7730900798175599,Investigate Now
b2ba3715d723d245138f291a6fe42594,324,22,6.7901234567901235,23.7654320987654321,4.902847222222222,2812.83,6.7730900798175599,Investigate Now
8b321bb669392f5163d04c59e235e066,930,81,8.7096774193548387,4.7311827956989247,1.4663368055555557,2788.00,6.7730900798175599,Investigate Now
16090f2ca825584b5a147ab24aa30c86,398,32,8.0402010050251256,5.2763819095477387,0.9272974537037038,2741.36,6.7730900798175599,Investigate Now
